,budget_(in_US-Dollars),revenue_(in_US-Dollars),profit_(in_US_Dollars),original_title,cast,director,tagline,runtime,genres,release_date,release_year
167,25000000,24902723,-97277,The 33,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips,Patricia Riggen,Hope runs deep,120,History|Drama,2015-08-06,2015
168,14000000,16002420,2002420,Suffragette,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Sarah Gavron,Mothers. Daughters. Rebels.,106,Drama|History,2015-10-16,2015
170,6000000,11122090,5122090,We Are Your Friends,Zac Efron|Emily Ratajkowski|Wes Bentley|Nick Rotteveel|Alessandro Lindblad,Max Joseph,The world is yours.,96,Drama|Music|Romance,2015-08-26,2015
179,10000000,85978266,75978266,The Second Best Exotic Marigold Hotel,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy,John Madden,,122,Drama|Comedy,2015-02-26,2015
180,20000000,6420319,-13579681,Little Boy,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,Alejandro Monteverde,Believe the impossible.,106,Comedy|Drama|War,2015-04-23,2015
183,37000000,26250020,-10749980,Aloha,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray,Cameron Crowe,Sometimes you have to say goodbye before you can say hello.,105,Adventure|Comedy|Romance,2015-05-27,2015
186,28000000,7002261,-20997739,Our Brand Is Crisis,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,David Gordon Green,May the best campaign win.,108,Drama|Comedy,2015-09-11,2015
200,7000000,573335,-6426665,Freeheld,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes,Peter Sollett,A true story of love and injustice.,103,Romance|Drama,2015-10-02,2015
202,3000000,695269,-2304731,Love,Karl Glusman|Aomi Muyock|Klara Kristin|Juan Saavedra|Gaspar NoÃ©,Gaspar NoÃ©,,134,Drama|Romance,2015-07-06,2015
203,9600000,2541554,-7058446,Truth,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid,James Vanderbilt,,121,Drama,2015-09-12,2015
205,10000000,10835752,835752,Danny Collins,Al Pacino|Annette Bening|Jennifer Garner|Bobby Cannavale|Christopher Plummer,Dan Fogelman,A letter from John Lennon changed his life,107,Comedy|Drama|Music,2015-03-20,2015
206,15000000,3020664,-11979336,Rock the Kasbah,Bill Murray|Zooey Deschanel|Bruce Willis|Kate Hudson|Taylor Kinney,Barry Levinson,Opportunity rocks where you least expect it.,100,Comedy|Music|War,2015-10-22,2015
208,1000000,14444999,13444999,"Hello, My Name Is Doris",Sally Field|Max Greenfield|Beth Behrs|Stephen Root|Natasha Lyonne,Michael Showalter,She's not ready to act her age,95,Comedy|Drama|Romance,2015-11-27,2015
209,13000000,1784763,-11215237,The Vatican Tapes,Olivia Taylor Dudley|Michael PeÃ±a|Djimon Hounsou|Dougray Scott|Peter Andersson,Mark Neveldine,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.",91,Thriller|Horror,2015-07-24,2015
210,8000000,1411927,-6588073,99 Homes,Andrew Garfield|Laura Dern|Michael Shannon|Tim Guinee|J.D. Evermore,Ramin Bahrani,Greed is the only game in town.,112,Drama,2015-09-25,2015
211,14000000,12314651,-1685349,Hot Tub Time Machine 2,Rob Corddry|Craig Robinson|Clark Duke|Adam Scott|Chevy Chase,Steve Pink,The Laws of Space and Time are About to be Violated.,93,Comedy,2015-02-20,2015
213,4000000,143101,-3856899,Manglehorn,Al Pacino|Chris Messina|Holly Hunter|Harmony Korine|Natalie Wilemon,David Gordon Green,You get one shot at life. Try not to miss.,97,Drama,2015-06-03,2015
223,8000000,35991087,27991087,A Walk in the Woods,Robert Redford|Nick Nolte|Emma Thompson|Nick Offerman|Kristen Schaal,Ken Kwapis,"When you push yourself to the edge, the real fun begins.",104,Drama|Adventure|Comedy,2015-09-02,2015
225,3300000,64110728,60810728,The Lazarus Effect,Olivia Wilde|Mark Duplass|Donald Glover|Evan Peters|Sarah Bolger,David Gelb,Evil will rise.,83,Thriller|Horror,2015-01-29,2015
229,35000000,14431253,-20568747,Unfinished Business,Vince Vaughn|Dave Franco|James Marsden|June Diane Raphael|Sienna Miller,Ken Scott,Best business trip ever.,90,Comedy,2015-03-05,2015
230,2000000,45431,-1954569,Lost River,Christina Hendricks|Saoirse Ronan|Eva Mendes|Matt Smith|Iain De Caestecker,Ryan Gosling,Dive deep into the underwater town,95,Fantasy|Thriller,2015-04-08,2015
242,100000,42664410,42564410,The Gallows,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan,Travis Cluff|Chris Lofing,Every School Has Its Spirit,87,Horror|Thriller,2015-07-10,2015
246,10000000,3334927,-6665073,By the Sea,Angelina Jolie|Brad Pitt|MÃ©lanie Laurent|Melvil Poupaud|Niels Arestrup,Angelina Jolie,,122,Drama|Romance,2015-11-12,2015
270,9000000,21571189,12571189,Black or White,Kevin Costner|Jennifer Ehle|Gillian Jacobs|Octavia Spencer|Bill Burr,Mike Binder,There's more to family than what you see.,121,Drama,2015-01-30,2015
274,13000000,1646788,-11353212,I Saw the Light,Tom Hiddleston|Elizabeth Olsen|David Krumholtz|Bradley Whitford|Maddie Hasson,Marc Abraham,,123,Drama|Music,2015-09-11,2015
287,5000000,2333684,-2666316,Jem and the Holograms,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,Jon M. Chu,Every Generation Needs a Voice.,119,Drama|Music|Adventure|Fantasy,2015-10-22,2015
291,6000000,90777,-5909223,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,Cary Fukunaga,Child. Captive. Killer.,137,Drama|War,2015-09-11,2015
297,3000000,3387000,387000,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,Will Canon,Every House Has It's Secrets,83,Thriller|Horror,2015-02-12,2015
304,447524,771317,323793,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,Andrew Mogel|Jarrad Paul,Every reunion needs a hero,101,Drama|Comedy,2015-05-08,2015
331,10000000,17472,-9982528,Strangerland,Nicole Kidman|Joseph Fiennes|Hugo Weaving|Lisa Flanagan|Megan Alston,Kim Farrant,To find the truth they must lose themselves.,111,Drama|Thriller,2015-07-01,2015
350,2000000,2801508,801508,Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,Jerry Jameson,Faith. Redemption. Survival.,97,Crime|Drama|Thriller,2015-09-17,2015
380,5000000,4842699,-157301,90 Minutes in Heaven,Kate Bosworth|Hayden Christensen|Hudson Meek|Bobby Batson|Elizabeth Hunter,Michael Polish,Hope lives,121,Drama,2015-09-11,2015
409,600000,7087452,6487452,Grandma,Lily Tomlin|Julia Garner|Marcia Gay Harden|Judy Greer|Laverne Cox,Paul Weitz,,78,Drama|Comedy,2015-06-04,2015
492,3000000,67790117,64790117,War Room,Priscilla C. Shirer|T.C. Stallings|Karen Abercrombie|Beth Moore|Michael Jr.,Alex Kendrick,Prayer is a Powerful Weapon,120,Drama,2015-08-28,2015
583,13500000,187674,-13312326,Stonewall,Jeremy Irvine|Jonny Beauchamp|Jonathan Rhys Meyers|Ron Perlman|Caleb Landry Jones,Roland Emmerich,Where Pride Began,129,Drama,2015-09-18,2015
629,165000000,621752480,456752480,Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Christopher Nolan,Mankind was born on Earth. It was never meant to die here.,169,Adventure|Drama|Science Fiction,2014-11-05,2014
630,170000000,773312399,603312399,Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,James Gunn,All heroes start somewhere.,121,Action|Science Fiction|Adventure,2014-07-30,2014
631,170000000,714766572,544766572,Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,Joe Russo|Anthony Russo,In heroes we trust.,136,Action|Adventure|Science Fiction,2014-03-20,2014
632,20000000,78739897,58739897,John Wick,Keanu Reeves|Michael Nyqvist|Alfie Allen|Willem Dafoe|Dean Winters,Chad Stahelski|David Leitch,Don't set him off.,101,Action|Thriller,2014-10-22,2014
633,125000000,752100229,627100229,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,Francis Lawrence,Fire burns brighter in the darkness,123,Science Fiction|Adventure|Thriller,2014-11-18,2014
634,250000000,955119788,705119788,The Hobbit: The Battle of the Five Armies,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,Witness the defining chapter of the Middle-Earth saga,144,Adventure|Fantasy,2014-12-10,2014
635,165000000,652105443,487105443,Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,Don Hall|Chris Williams,From the creators of Wreck-it Ralph and Frozen,102,Adventure|Family|Animation|Action|Comedy,2014-10-24,2014
636,14000000,233555708,219555708,The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,The true enigma was the man who cracked the code.,113,History|Drama|Thriller|War,2014-11-14,2014
637,34000000,348319861,314319861,The Maze Runner,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Aml Ameen|Blake Cooper,Wes Ball,Run - Remember - Survive,113,Action|Mystery|Science Fiction|Thriller,2014-09-10,2014
638,18000000,103215094,85215094,Birdman,Michael Keaton|Zach Galifianakis|Edward Norton|Emma Stone|Naomi Watts,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,or (The Unexpected Virtue of Ignorance),119,Drama|Comedy,2014-10-17,2014
639,61000000,369330363,308330363,Gone Girl,Ben Affleck|Rosamund Pike|Carrie Coon|Neil Patrick Harris|Tyler Perry,David Fincher,You don't know what you've got 'til it's...,145,Mystery|Thriller|Drama,2014-10-01,2014
640,68000000,211817906,143817906,Fury,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael PeÃ±a|Jon Bernthal,David Ayer,War never ends quietly.,135,War|Drama|Action,2014-10-15,2014
641,127000000,349424282,222424282,Night at the Museum: Secret of the Tomb,Ben Stiller|Rami Malek|Rebel Wilson|Robin Williams|Owen Wilson,Shawn Levy,One Final Night to Save the Day.,97,Adventure|Comedy|Fantasy|Family,2014-12-17,2014
642,85000000,288747895,203747895,Divergent,Shailene Woodley|Theo James|Kate Winslet|Miles Teller|Ray Stevenson,Neil Burger,What makes you different makes you dangerous.,139,Action|Science Fiction|Thriller,2014-03-14,2014
643,250000000,746000000,496000000,X-Men: Days of Future Past,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,Bryan Singer,"To save the future, they must alter the past",131,Action|Adventure|Fantasy|Science Fiction,2014-05-15,2014
644,40000000,463360063,423360063,Lucy,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt,Luc Besson,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,89,Action|Science Fiction,2014-07-14,2014
645,125000000,477200000,352200000,Teenage Mutant Ninja Turtles,Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher,Jonathan Liebesman,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,101,Science Fiction|Action|Adventure|Fantasy|Comedy,2014-08-07,2014
646,40000000,126069509,86069509,Sex Tape,Cameron Diaz|Jason Segel|Rob Corddry|Ellie Kemper|Rob Lowe,Jake Kasdan,A movie about a movie they don't want you to see.,97,Comedy,2014-07-17,2014
647,8500000,38697217,30197217,Nightcrawler,Jake Gyllenhaal|Rene Russo|Riz Ahmed|Bill Paxton|Kevin Rahm,Dan Gilroy,The city shines brightest at night,117,Crime|Drama|Thriller,2014-10-23,2014
648,210000000,245500000,35500000,Transformers: Age of Extinction,Mark Wahlberg|Stanley Tucci|Nicola Peltz|Jack Reynor|Li Bingbing,Michael Bay,This is not war. It's extinction.,165,Science Fiction|Action|Adventure,2014-06-25,2014
649,30000000,174600318,144600318,The Grand Budapest Hotel,Ralph Fiennes|Tony Revolori|F. Murray Abraham|Mathieu Amalric|Adrien Brody,Wes Anderson,A perfect holiday without leaving home.,99,Comedy|Drama,2014-02-26,2014
650,3300000,13993093,10693093,Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,Damien Chazelle,The road to greatness can take you to the edge.,105,Drama|Music,2014-10-10,2014
651,170000000,708200000,538200000,Dawn of the Planet of the Apes,Andy Serkis|Jason Clarke|Toby Kebbell|Keri Russell|Judy Greer,Matt Reeves,One last chance for peace.,130,Science Fiction|Action|Drama|Thriller,2014-06-26,2014
652,55000000,192330738,137330738,The Equalizer,Denzel Washington|Marton Csokas|ChloÃ« Grace Moretz|David Harbour|Haley Bennett,Antoine Fuqua,What do you see when you look at me?,132,Thriller|Action|Crime,2014-09-24,2014
653,42000000,106645357,64645357,Horrible Bosses 2,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey,Sean Anders,New Crime. Same Tools.,108,Comedy,2014-11-26,2014
654,200000000,705717432,505717432,The Amazing Spider-Man 2,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore,Marc Webb,No more secrets.,142,Action|Adventure|Fantasy,2014-04-16,2014
655,178000000,370541256,192541256,Edge of Tomorrow,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong,Doug Liman,"Live, Die, Repeat",113,Action|Science Fiction,2014-05-27,2014
656,44000000,11305175,-32694825,The Interview,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,Evan Goldberg|Seth Rogen,The Film Hackers Tried To Get Banned,112,Action|Comedy,2014-12-25,2014
657,58800000,542307423,483507423,American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,The most lethal sniper in U.S. history.,134,War|Action,2014-12-11,2014
658,140000000,268031828,128031828,Exodus: Gods and Kings,Christian Bale|Joel Edgerton|John Turturro|Aaron Paul|Ben Mendelsohn,Ridley Scott,"Once brothers, now enemies.",153,Adventure|Drama|Action,2014-12-03,2014
659,160000000,529076069,369076069,Godzilla,Aaron Taylor-Johnson|Ken Watanabe|Elizabeth Olsen|Bryan Cranston|Juliette Binoche,Gareth Edwards,A king's arrival is never silent.,123,Action|Science Fiction|Thriller,2014-05-14,2014
660,180000000,758410378,578410378,Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,Robert Stromberg,Don't believe the fairy tale.,97,Fantasy|Adventure|Action|Family|Romance,2014-05-28,2014
661,15000000,32556119,17556119,The November Man,Pierce Brosnan|Luke Bracey|Olga Kurylenko|Bill Smitrovich|Amila Terzimehic,Roger Donaldson,A Spy is Never Out of the Game,108,Crime|Action|Thriller,2014-08-27,2014
662,5000000,102529779,97529779,Ouija,Olivia Cooke|Ana Coto|Daren Kagasoff|Bianca A. Santos|Douglas Smith,Stiles White,Keep telling yourself it's just a game,89,Horror,2014-10-24,2014
663,145000000,609123048,464123048,How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,Dean DeBlois,The training is over.,102,Fantasy|Action|Adventure|Animation|Comedy,2014-06-12,2014
664,2000000,13500000,11500000,It Follows,Maika Monroe|Keir Gilchrist|Olivia Luccardi|Lili Sepe|Bailey Spry,David Robert Mitchell,"It doesn't think, it doesn't feel, it doesn't give up",100,Thriller|Horror,2014-08-27,2014
665,90000000,206172544,116172544,The Expendables 3,Sylvester Stallone|Jason Statham|Harrison Ford|Arnold Schwarzenegger|Mel Gibson,Patrick Hughes,New team. New attitude. New mission.,127,Action|Adventure|Thriller,2014-08-04,2014
666,60000000,469160692,409160692,The Lego Movie,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows,Phil Lord|Christopher Miller,The story of a nobody who saved everybody.,100,Adventure|Fantasy|Animation|Comedy|Action,2014-02-06,2014
668,95000000,114178613,19178613,Seventh Son,Jeff Bridges|Julianne Moore|Ben Barnes|Alicia Vikander|Kit Harington,Sergey Bodrov,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",102,Adventure|Fantasy,2014-12-12,2014
669,15000000,121201940,106201940,The Theory of Everything,Eddie Redmayne|Felicity Jones|Harry Lloyd|David Thewlis|Emily Watson,James Marsh,His Mind Changed Our World. Her Love Changed His.,123,Drama|Romance,2014-11-26,2014
670,17000000,136621271,119621271,Let's Be Cops,Jake Johnson|Damon Wayans Jr.|Nina Dobrev|Rob Riggle|James D'Arcy,Luke Greenfield,Fake Cops. Real Trouble.,104,Comedy,2014-08-13,2014
671,70000000,215529201,145529201,Dracula Untold,Luke Evans|Sarah Gadon|Dominic Cooper|Art Parkinson|Charles Dance,Gary Shore,Every bloodline has a beginning,92,Horror|Action|Drama|Fantasy|War,2014-10-01,2014
672,132000000,373552094,241552094,Penguins of Madagascar,Tom McGrath|Chris Miller|Christopher Knights|Conrad Vernon|John Malkovich,Simon J. Smith|Eric Darnell,The Movie Event That Will Blow Their Cover,92,Family|Animation|Adventure|Comedy,2014-11-22,2014
673,50000000,212902372,162902372,Into the Woods,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,Rob Marshall,Be careful what you wish for...,125,Fantasy|Comedy|Music,2014-12-25,2014
674,110000000,337580051,227580051,300: Rise of an Empire,Sullivan Stapleton|Eva Green|Lena Headey|Callan Mulvey|David Wenham,Noam Murro,Seize your glory!,102,Action|War,2014-03-05,2014
675,25000000,66980456,41980456,The Giver,Jeff Bridges|Meryl Streep|Brenton Thwaites|Odeya Rush|Alexander SkarsgÃ¥rd,Phillip Noyce,Search for truth. Find freedom.,94,Drama|Science Fiction,2014-08-11,2014
676,50000000,188441614,138441614,22 Jump Street,Jonah Hill|Channing Tatum|Dave Franco|Ice Cube|Nick Offerman,Phil Lord|Christopher Miller,They're not 21 anymore,112,Crime|Comedy|Action,2014-06-05,2014
677,28000000,53181600,25181600,A Walk Among the Tombstones,Liam Neeson|Dan Stevens|David Harbour|Boyd Holbrook|Adam David Thompson,Scott Frank,Some people are afraid of all the wrong things,113,Crime|Drama|Mystery|Thriller,2014-09-18,2014
678,55000000,259207227,204207227,Paddington,Nicole Kidman|Peter Capaldi|Ben Whishaw|Michael Gambon|Imelda Staunton,Paul King,The Adventure Begins,95,Comedy,2014-11-27,2014
679,7000000,2360281,-4639719,Cake,Jennifer Aniston|Anna Kendrick|William H. Macy|Adriana Barraza|Felicity Huffman,Daniel Barnz,Forgiveness is a bitter pill to swallow.,102,Drama,2014-09-07,2014
680,11000000,45967935,34967935,Chef,Jon Favreau|John Leguizamo|Bobby Cannavale|Emjay Anthony|Scarlett Johansson,Jon Favreau,Starting from scratch never tasted so good,115,Comedy,2014-05-08,2014
681,9000000,108782847,99782847,The Purge: Anarchy,Frank Grillo|Carmen Ejogo|Zach Gilford|Kiele Sanchez|ZoÃ« Borde,James DeMonaco,"Welcome to America, where one night a year, all crime Is legal.",104,Horror|Thriller,2014-07-17,2014
682,16000000,19682924,3682924,Left Behind,Nicolas Cage|Chad Michael Murray|Lea Thompson|Nicky Whelan|Martin Klebba,Vic Armstrong,The End Begins,110,Thriller|Action|Science Fiction,2014-10-03,2014
683,4000000,44349000,40349000,Boyhood,Ellar Coltrane|Patricia Arquette|Ethan Hawke|Elijah Smith|Lorelei Linklater,Richard Linklater,12 years in the making.,164,Drama,2014-06-05,2014
684,20000000,12007070,-7992930,A Most Violent Year,Oscar Isaac|Jessica Chastain|Albert Brooks|Elyes Gabel|David Oyelowo,J.C. Chandor,The result is never in question. Just the path you take to get there.,125,Action|Thriller|Crime|Drama,2014-12-30,2014
685,100000000,243400000,143400000,Hercules,Dwayne Johnson|Ian McShane|John Hurt|Rufus Sewell|Aksel Hennie,Brett Ratner,"Before he was a legend, he was a man.",99,Action|Adventure,2014-07-23,2014
686,125000000,362637473,237637473,Noah,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,Darren Aronofsky,The end of the world is just the beginning.,139,Drama|Adventure,2014-03-20,2014
687,50000000,83719388,33719388,The Judge,Robert Downey Jr.|Robert Duvall|Vera Farmiga|Vincent D'Onofrio|Jeremy Strong,David Dobkin,Defend your Honor.,141,Drama,2014-10-08,2014
689,40000000,123494610,83494610,Blended,Drew Barrymore|Adam Sandler|Wendi McLendon-Covey|Bella Thorne|Terry Crews,Frank Coraci,"Single Dad, No Clue. Single Mum, Flying Solo.",117,Comedy,2014-05-21,2014
690,18000000,268157400,250157400,Neighbors,Seth Rogen|Zac Efron|Rose Byrne|Dave Franco|Ike Barinholtz,Nicholas Stoller,Family vs. Frat,96,Comedy,2014-05-08,2014
